"Semana","Agencia_ID","Canal_ID","Ruta_SAK","Cliente_ID","Producto_ID","Venta_uni_hoy","Venta_hoy","Dev_uni_proxima","Dev_proxima","Demanda_uni_equil"
3,1117,1,1041,2467689,3144,3,63.96,0,0,3
3,1117,1,1041,2467689,46772,25,223,0,0,25
3,1117,1,1047,59037,1129,4,70.4,0,0,4
3,1117,1,1047,59037,1150,1,13.96,0,0,1
3,1117,1,1047,59037,2233,2,39.88,0,0,2
3,1117,1,1047,59081,46772,8,71.36,0,0,8
3,1117,1,1052,316998,1129,2,35.2,0,0,2
3,1117,1,1052,316998,1150,6,83.76,0,0,6
3,1117,1,1052,316998,2233,5,99.7,0,0,5
3,1117,1,1067,1280992,1129,1,17.6,0,0,1
3,1117,1,1273,4540281,972,3,56.94,0,0,3
3,1117,1,1273,4540281,1220,3,22.92,0,0,3
3,1117,1,1273,4540281,1240,8,67.04,0,0,8
3,1117,1,1273,4540281,1250,6,45.84,0,0,6
3,1117,1,1273,4540281,1284,5,15.1,0,0,5
3,1117,1,1273,4540281,2233,2,39.88,0,0,2
3,1117,1,1273,4540281,46772,4,35.68,0,0,4
3,1117,1,1280,2496089,1212,2,16.76,0,0,2
3,1117,1,1280,2496089,1240,5,41.9,0,0,5
3,1117,1,1280,2496089,1250,7,53.48,0,0,7
3,1117,1,1280,2496089,1284,4,12.08,0,0,4
3,1117,1,1447,59037,1240,2,16.76,0,0,2
3,1117,1,1447,59037,1250,5,38.2,0,0,5
3,1117,1,1447,59037,1284,5,15.1,0,0,5
3,1117,1,1447,59081,972,4,75.92,0,0,4
3,1117,1,1447,59081,1064,1,16.67,0,0,1
3,1117,1,1447,59081,1212,5,41.9,0,0,5
3,1117,1,1447,59081,1220,5,38.2,0,0,5
3,1117,1,1447,59081,1230,5,83.35,0,0,5
3,1117,1,1447,59081,1240,10,83.8,0,0,10
3,1117,1,1447,59081,1250,16,122.24,0,0,16
3,1117,1,1447,59081,1284,19,57.38,0,0,19
3,1117,1,1452,316998,972,1,18.98,0,0,1
3,1117,1,1452,316998,1064,1,16.67,0,0,1
3,1117,1,1452,316998,1220,4,30.56,0,0,4
3,1117,1,1452,316998,1240,5,41.9,0,0,5
3,1117,1,1452,316998,1250,16,122.24,0,0,16
3,1117,1,1452,316998,1284,20,60.4,0,0,20
3,1117,1,1467,1280992,1064,3,50.01,0,0,3
3,1117,1,1467,1280992,1220,3,22.92,0,0,3
3,1117,1,1467,1280992,1240,3,25.14,0,0,3
3,1117,1,1467,1280992,1284,5,15.1,0,0,5
3,1117,1,1605,4703173,3609,1,8.98,0,0,1
3,1117,1,1605,4703173,4280,1,6,0,0,1
3,1117,1,1606,59081,325,1,8.15,0,0,1
3,1117,1,1606,59081,3609,2,17.96,0,0,2
3,1117,1,1606,59081,35452,7,31.08,0,0,7
3,1117,1,1610,1280992,3609,2,17.96,0,0,2
3,1117,1,1610,1280992,31717,1,6,0,0,1
3,1117,1,1622,316998,4280,10,60,0,0,10
3,1117,1,1622,316998,31717,2,12,0,0,2
3,1117,1,1622,316998,45143,80,60,0,0,80
3,1118,1,1001,4333921,1129,4,70.4,0,0,4
3,1118,1,1001,4333921,1150,4,55.84,0,0,4
3,1118,1,1001,4333921,1182,8,111.52,0,0,8
3,1118,1,1001,4333921,2233,3,59.82,0,0,3
3,1118,1,1001,4333921,46772,10,89.2,0,0,10
3,1118,1,1023,1253769,1129,4,70.4,0,0,4
3,1118,1,1023,1253769,1150,5,69.8,0,0,5
3,1118,1,1023,1253769,2233,26,518.44,0,0,26
3,1118,1,1023,1253769,3144,1,21.32,0,0,1
3,1118,1,1023,1253769,32802,10,119.1,0,0,10
3,1118,1,1023,1253769,36318,0,0,2,24.6,0
3,1118,1,1023,1253769,46772,5,44.6,0,0,5
3,1118,1,1401,4333921,1064,3,50.01,0,0,3
3,1118,1,1401,4333921,1212,2,16.76,0,0,2
3,1118,1,1401,4333921,1220,6,45.84,0,0,6
3,1118,1,1401,4333921,1230,1,16.67,0,0,1
3,1118,1,1401,4333921,1240,11,92.18,0,0,11
3,1118,1,1401,4333921,1250,19,145.16,0,0,19
3,1118,1,1423,1253769,1212,6,50.28,0,0,6
3,1118,1,1423,1253769,1220,10,76.4,0,0,10
3,1118,1,1423,1253769,1230,3,50.01,0,0,3
3,1118,1,1423,1253769,1240,10,83.8,0,0,10
3,1118,1,1423,1253769,1250,12,91.68,0,0,12
3,1118,1,1423,1253769,1284,15,45.3,0,0,15
3,1118,1,1423,1253769,34768,1,22.5,0,0,1
3,1119,1,1061,160138,693,1,9.6,0,0,1
3,1119,1,1061,160138,1129,1,17.6,0,0,1
3,1119,1,1061,160138,2233,2,39.88,0,0,2
3,1119,1,1061,160138,2665,1,16,0,0,1
3,1119,1,1073,4591140,1150,4,55.84,0,0,4
3,1119,1,1073,4591140,1182,4,55.76,0,0,4
3,1119,1,1073,4591140,2233,2,39.88,0,0,2
3,1119,1,1075,57393,1129,6,105.6,0,0,6
3,1119,1,1075,57393,2233,7,139.58,0,0,7
3,1119,1,1075,57393,31392,1,22.22,0,0,1
3,1119,1,1077,4397815,1129,2,35.2,0,0,2
3,1119,1,1077,4397815,2233,13,259.22,0,0,13
3,1119,1,1077,4397815,46772,10,89.2,20,178.4,0
3,1119,1,1077,4397815,47840,3,26.4,0,0,3
3,1119,1,1088,4402760,2233,6,119.64,0,0,6
3,1119,1,1090,1209189,2665,2,32,0,0,2
3,1119,1,1090,4544884,2233,1,19.94,0,0,1
3,1119,1,1090,4544884,2665,1,16,0,0,1
3,1119,1,1090,4544884,46772,1,8.92,0,0,1
3,1119,1,1215,2278945,972,4,75.92,0,0,4
3,1119,1,1215,2278945,1064,2,33.34,0,0,2
3,1119,1,1215,2278945,1129,2,35.2,0,0,2
3,1119,1,1215,2278945,1150,1,13.96,0,0,1
3,1119,1,1215,2278945,1182,6,83.64,0,0,6
3,1119,1,1215,2278945,1212,1,8.38,0,0,1
3,1119,1,1215,2278945,1220,4,30.56,0,0,4
3,1119,1,1215,2278945,1230,1,16.67,0,0,1
3,1119,1,1215,2278945,1240,5,41.9,0,0,5
3,1119,1,1215,2278945,1250,9,68.76,0,0,9
3,1119,1,1215,2278945,1284,8,24.16,0,0,8
3,1119,1,1215,2278945,2233,3,59.82,0,0,3
3,1119,1,1258,2182656,2233,1,19.94,0,0,1
3,1119,1,1260,2268611,2233,1,19.94,0,0,1
3,1119,1,1461,160138,1064,2,33.34,0,0,2
3,1119,1,1461,160138,1240,5,41.9,0,0,5
3,1119,1,1461,160138,1284,10,30.2,0,0,10
3,1119,1,1473,4591140,972,4,75.92,0,0,4
3,1119,1,1473,4591140,1064,4,66.68,0,0,4
3,1119,1,1473,4591140,1212,1,8.38,0,0,1
3,1119,1,1473,4591140,1220,2,15.28,0,0,2
3,1119,1,1473,4591140,1230,1,16.67,0,0,1
3,1119,1,1473,4591140,1250,5,38.2,0,0,5
3,1119,1,1475,57393,972,3,56.94,0,0,3
3,1119,1,1475,57393,1064,4,66.68,0,0,4
3,1119,1,1475,57393,1212,4,33.52,0,0,4
3,1119,1,1475,57393,1216,3,25.14,0,0,3
3,1119,1,1475,57393,1220,1,7.64,0,0,1
3,1119,1,1475,57393,1230,1,16.67,0,0,1
3,1119,1,1475,57393,1240,11,92.18,0,0,11
3,1119,1,1475,57393,1250,8,61.12,0,0,8
3,1119,1,1475,57393,1284,16,48.32,0,0,16
3,1119,1,1475,57393,41843,7,48.02,0,0,7
3,1119,1,1477,4397815,972,4,75.92,0,0,4
3,1119,1,1477,4397815,1064,3,50.01,0,0,3
3,1119,1,1477,4397815,1212,4,33.52,0,0,4
3,1119,1,1477,4397815,1220,1,7.64,0,0,1
3,1119,1,1477,4397815,1240,7,58.66,0,0,7
3,1119,1,1477,4397815,1250,8,61.12,0,0,8
3,1119,1,1477,4397815,1284,6,18.12,0,0,6
3,1119,1,1477,4397815,41843,6,41.16,0,0,6
3,1119,1,1488,4402760,1240,2,16.76,0,0,2
3,1119,1,1490,1209189,1220,1,7.64,0,0,1
3,1119,1,1490,1209189,1230,1,16.67,0,0,1
3,1119,1,1490,1209189,1240,4,33.52,0,0,4
3,1119,1,1490,1209189,1250,2,15.28,0,0,2
3,1119,1,1490,1209189,1284,5,15.1,0,0,5
3,1119,1,1490,4544884,1220,1,7.64,0,0,1
3,1119,1,1490,4544884,1240,1,8.38,0,0,1
3,1119,1,1490,4544884,1250,2,15.28,0,0,2
3,1119,1,1490,4544884,1284,2,6.04,0,0,2
3,1120,1,1075,16445,693,4,38.4,0,0,4
3,1120,1,1075,16445,2233,12,239.28,0,0,12
3,1120,1,1078,956935,1150,1,13.96,0,0,1
3,1120,1,1078,956935,2233,3,59.82,0,0,3
3,1120,1,1082,4680788,1150,8,111.68,0,0,8
3,1120,1,1475,16445,972,2,37.96,0,0,2
3,1120,1,1475,16445,1064,6,100.02,0,0,6
3,1120,1,1475,16445,1212,9,75.42,0,0,9
3,1120,1,1475,16445,1216,5,41.9,0,0,5
3,1120,1,1475,16445,1220,13,99.32,0,0,13
3,1120,1,1475,16445,1230,2,33.34,0,0,2
3,1120,1,1475,16445,1240,31,259.78,0,0,31
3,1120,1,1475,16445,1250,40,305.6,0,0,40
3,1120,1,1475,16445,1284,40,120.8,0,0,40
3,1120,1,1478,956935,1212,2,16.76,0,0,2
3,1120,1,1478,956935,1240,5,41.9,0,0,5
3,1120,1,1478,956935,1250,3,22.92,0,0,3
3,1120,1,1482,4680788,1240,5,41.9,0,0,5
3,1120,1,1482,4680788,1284,10,30.2,0,0,10
3,1120,1,1601,956935,3609,2,17.96,0,0,2
3,1120,1,1603,16445,2505,3,22.56,0,0,3
3,1120,1,1603,16445,3609,10,89.8,0,0,10
3,1120,1,1603,16445,4280,14,84,0,0,14
3,1120,1,2106,956935,30532,2,15.56,0,0,2
3,1120,1,2106,956935,30572,5,31.25,0,0,5
3,1120,1,2106,956935,36745,1,11.53,0,0,1
3,1120,1,2109,16445,30532,27,210.06,0,0,27
3,1120,1,2109,16445,30552,4,21.52,0,0,4
3,1120,1,2109,16445,30572,40,250,0,0,40
3,1120,1,2109,16445,30575,24,150,0,0,24
3,1120,1,2109,16445,31310,21,131.25,0,0,21
3,1120,1,2109,16445,32934,5,35.2,0,0,5
3,1120,1,2109,16445,36745,4,46.12,0,0,4
3,1120,1,2109,16445,36747,3,34.59,0,0,3
3,1120,1,2109,16445,36749,1,11.53,0,0,1
3,1120,1,2109,16445,43058,7,65.45,0,0,7
3,1120,1,4406,956935,35516,2,10.92,0,0,2
3,1120,1,4406,956935,37058,6,45,0,0,6
3,1120,1,4406,956935,43285,4,21.12,0,0,4
3,1120,1,4406,956935,43316,1,8.15,0,0,1
3,1120,1,4409,16445,31625,4,52.96,0,0,4
3,1120,1,4409,16445,32864,7,65.45,0,0,7
3,1120,1,4409,16445,37058,30,225,0,0,30
3,1120,1,4409,16445,43064,3,24.45,0,0,3
3,1120,1,4409,16445,43065,5,33.8,0,0,5
3,1120,1,4409,16445,43084,3,24.45,0,0,3
3,1120,1,4409,16445,43215,3,30.42,0,0,3
3,1120,1,4409,16445,43285,76,401.28,0,0,76
3,1121,1,1011,2454537,1150,2,27.92,0,0,2
3,1121,1,1011,2454537,2233,6,119.64,0,0,6
3,1121,1,1011,2454537,3144,2,42.64,0,0,2
3,1121,1,1011,2454537,32802,2,23.82,0,0,2
3,1121,1,1017,118837,1129,1,17.6,0,0,1
3,1121,1,1019,1697518,1129,4,70.4,0,0,4
3,1121,1,1019,1697518,1150,3,41.88,0,0,3
3,1121,1,1019,1697518,2233,10,199.4,0,0,10
3,1121,1,1035,20920,73,1,21.32,0,0,1
3,1121,1,1035,20920,1129,4,70.4,0,0,4
3,1121,1,1035,20920,1150,1,13.96,0,0,1
3,1121,1,1035,20920,2233,4,79.76,0,0,4
3,1121,1,1035,20920,3144,1,21.32,0,0,1
3,1121,1,1411,2454537,972,3,56.94,0,0,3
3,1121,1,1411,2454537,1064,6,100.02,0,0,6
3,1121,1,1411,2454537,1212,4,33.52,0,0,4
3,1121,1,1411,2454537,1220,6,45.84,0,0,6
3,1121,1,1411,2454537,1230,7,116.69,0,0,7
3,1121,1,1411,2454537,1240,13,108.94,0,0,13
3,1121,1,1411,2454537,1250,12,91.68,0,0,12
3,1121,1,1417,118837,1240,8,67.04,0,0,8
3,1121,1,1419,1697518,1212,2,16.76,0,0,2
3,1121,1,1419,1697518,1230,2,33.34,0,0,2
3,1121,1,1435,20920,1212,3,25.14,0,0,3
3,1121,1,1435,20920,1250,8,61.12,0,0,8
3,1121,1,1447,4561225,1212,4,33.52,0,0,4
3,1121,1,1447,4561225,1216,4,33.52,0,0,4
3,1121,1,1447,4561225,1240,6,50.28,0,0,6
3,1121,1,1447,4561225,1250,4,30.56,0,0,4
3,1121,1,1447,4561225,1284,5,15.1,0,0,5
3,1121,1,1609,20920,325,1,8.15,0,0,1
3,1121,1,1609,20920,3609,1,8.98,0,0,1
3,1121,1,1609,20920,4280,2,12,0,0,2
3,1121,1,1609,20920,31717,4,24,0,0,4
3,1121,1,1609,20920,44859,2,9.26,0,0,2
3,1121,1,2114,118837,30572,5,31.25,0,0,5
3,1121,1,2116,2454537,30532,5,38.9,0,0,5
3,1121,1,2116,2454537,30572,4,25,0,0,4
3,1121,1,2116,2454537,30575,12,75,0,0,12
3,1121,1,2116,2454537,31310,4,25,0,0,4
3,1121,1,2116,2454537,43058,2,18.7,0,0,2
3,1121,1,2117,1697518,30532,3,23.34,0,0,3
3,1121,1,2117,1697518,30572,15,93.75,0,0,15
3,1121,1,2117,1697518,30575,13,81.25,0,0,13
3,1121,1,2117,1697518,31310,9,56.25,0,0,9
3,1121,1,2808,20920,30532,5,38.9,0,0,5
3,1121,1,2808,20920,30575,10,62.5,0,0,10
3,1121,1,2808,20920,31310,5,31.25,0,0,5
3,1121,1,2808,20920,32934,5,35.2,0,0,5
3,1121,1,2808,20920,37058,13,97.5,0,0,13
3,1121,1,2808,20920,43285,20,105.6,0,0,20
3,1121,1,4416,2454537,31625,2,26.48,0,0,2
3,1121,1,4416,2454537,37058,12,90,0,0,12
3,1121,1,4416,2454537,43084,1,8.15,0,0,1
3,1121,1,4416,2454537,43215,2,20.28,0,0,2
3,1121,1,4416,2454537,43285,11,58.08,0,0,11
3,1121,1,4417,1697518,37058,11,82.5,4,30,7
3,1121,1,4417,1697518,43064,1,8.15,0,0,1
3,1121,1,4417,1697518,43065,3,20.28,0,0,3
3,1121,1,4417,1697518,43066,2,19.26,0,0,2
3,1121,1,4417,1697518,43084,1,8.15,0,0,1
3,1121,1,4417,1697518,43215,7,70.98,0,0,7
3,1121,1,4417,1697518,43274,4,20.76,0,0,4
3,1121,1,4417,1697518,43285,30,158.4,0,0,30
3,1122,1,1047,1979907,1129,2,35.2,0,0,2
3,1122,1,1047,1979907,1150,2,27.92,0,0,2
3,1122,1,1047,1979907,2233,9,179.46,0,0,9
3,1122,1,1050,79940,2233,9,179.46,0,0,9
3,1122,1,1075,1291352,1129,3,52.8,0,0,3
3,1122,1,1075,1291352,1150,1,13.96,0,0,1
3,1122,1,1075,1291352,1182,18,250.92,0,0,18
3,1122,1,1075,1291352,2233,8,159.52,0,0,8
3,1122,1,1080,603900,2233,7,139.58,0,0,7
3,1122,1,1082,530897,2233,4,79.76,0,0,4
3,1122,1,1232,4547006,972,2,37.96,0,0,2
3,1122,1,1232,4547006,1064,1,16.67,0,0,1
3,1122,1,1232,4547006,1240,3,25.14,0,0,3
3,1122,1,1232,4547006,1250,2,15.28,0,0,2
3,1122,1,1447,1979907,1064,4,66.68,0,0,4
3,1122,1,1447,1979907,1216,2,16.76,0,0,2
3,1122,1,1447,1979907,1220,2,15.28,0,0,2
3,1122,1,1447,1979907,1230,6,100.02,0,0,6
3,1122,1,1447,1979907,1240,18,150.84,0,0,18
3,1122,1,1447,1979907,1250,21,160.44,0,0,21
3,1122,1,1447,1979907,1284,10,30.2,0,0,10
3,1122,1,1450,79940,972,4,75.92,0,0,4
3,1122,1,1450,79940,1064,2,33.34,0,0,2
3,1122,1,1450,79940,1212,5,41.9,0,0,5
3,1122,1,1450,79940,1216,1,8.38,0,0,1
3,1122,1,1450,79940,1220,1,7.64,0,0,1
3,1122,1,1450,79940,1240,12,100.56,0,0,12
3,1122,1,1450,79940,1250,10,76.4,0,0,10
3,1122,1,1450,79940,1284,0,0,6,18.12,0
3,1122,1,1475,1291352,972,4,75.92,0,0,4
3,1122,1,1475,1291352,1212,3,25.14,0,0,3
3,1122,1,1475,1291352,1220,7,53.48,0,0,7
3,1122,1,1475,1291352,1240,11,92.18,0,0,11
3,1122,1,1475,1291352,1250,12,91.68,0,0,12
3,1122,1,1475,1291352,1284,10,30.2,0,0,10
3,1122,1,1480,603900,1064,1,16.67,0,0,1
3,1122,1,1480,603900,1230,3,50.01,0,0,3
3,1122,1,1480,603900,1284,10,30.2,0,0,10
3,1122,1,1482,530897,972,3,56.94,0,0,3
3,1122,1,1482,530897,1212,1,8.38,0,0,1
3,1122,1,1482,530897,1216,1,8.38,0,0,1
3,1122,1,1482,530897,1220,2,15.28,0,0,2
3,1122,1,1482,530897,1240,3,25.14,0,0,3
3,1123,1,1046,1287277,1150,1,13.96,1,13.96,0
3,1123,1,1046,1287277,2233,2,39.88,1,19.94,1
3,1123,1,1053,1024645,2233,1,19.94,0,0,1
3,1123,1,1062,1399581,2233,3,59.82,0,0,3
3,1123,1,1217,1799321,1220,3,22.92,0,0,3
3,1123,1,1217,1799321,1230,1,16.67,0,0,1
3,1123,1,1234,2144449,1240,2,16.76,0,0,2
3,1123,1,1234,2144449,1250,2,15.28,0,0,2
3,1123,1,1234,2144449,1284,5,15.1,0,0,5
3,1123,1,1234,2144449,2665,2,32,0,0,2
3,1123,1,1240,1701415,1212,2,16.76,0,0,2
3,1123,1,1240,1701415,1220,2,15.28,0,0,2
3,1123,1,1240,1701415,1250,2,15.28,0,0,2
3,1123,1,1240,4199750,641,4,163.8,0,0,4
3,1123,1,1240,4199750,1150,5,69.8,0,0,5
3,1123,1,1240,4199750,46772,4,35.68,0,0,4
3,1123,1,1406,107277,972,1,18.98,1,18.98,0
3,1123,1,1406,107277,1212,2,16.76,0,0,2
3,1123,1,1406,107277,1220,2,15.28,0,0,2
3,1123,1,1406,107277,1240,8,67.04,0,0,8
3,1123,1,1406,107277,1250,9,68.76,0,0,9
3,1123,1,1406,107277,1284,10,30.2,0,0,10
3,1123,1,1446,1287277,972,1,18.98,0,0,1
3,1123,1,1446,1287277,1240,2,16.76,0,0,2
3,1123,1,1446,1287277,1284,13,39.26,0,0,13
3,1123,1,1453,1024645,1212,2,16.76,0,0,2
3,1123,1,1453,1024645,1216,1,8.38,0,0,1
3,1123,1,1453,1024645,1230,1,16.67,1,16.67,0
3,1123,1,1453,1024645,1240,18,150.84,0,0,18
3,1123,1,1453,1024645,1250,5,38.2,0,0,5
3,1123,1,1454,2091702,41843,3,20.58,0,0,3
3,1123,1,1462,1399581,1212,2,16.76,0,0,2
3,1123,1,1462,1399581,1250,2,15.28,0,0,2
3,1123,1,1611,107277,325,1,8.15,0,0,1
3,1123,1,1611,107277,3609,3,26.94,0,0,3
3,1123,1,1611,107277,4280,2,12,0,0,2
3,1123,1,1611,107277,30214,2,18,0,0,2
3,1123,1,1611,107277,30215,2,18,0,0,2
3,1123,1,1611,107277,35452,4,17.76,0,0,4
3,1123,1,1612,4626217,30409,20,32,0,0,20
3,1123,1,1612,4626217,35452,8,35.52,2,8.88,6
3,1123,1,1612,4626217,45143,40,30,0,0,40
3,1123,1,2101,1287277,36745,1,11.53,0,0,1
3,1123,1,2109,2144449,30532,4,31.12,0,0,4
3,1123,1,2109,2144449,30572,6,37.5,0,0,6
3,1123,1,2109,2144449,30575,4,25,0,0,4
3,1123,1,2109,2144449,31310,1,6.25,0,0,1
3,1123,1,2109,2144449,32934,4,28.16,0,0,4
3,1123,1,2109,2144449,43058,1,9.35,0,0,1
3,1123,1,2114,107277,30532,3,23.34,0,0,3
3,1123,1,2114,107277,30552,1,5.38,0,0,1
3,1123,1,2114,107277,30572,5,31.25,0,0,5
3,1123,1,2114,107277,31310,3,18.75,0,0,3
3,1123,1,2114,107277,43058,2,18.7,0,0,2
3,1123,1,2124,1799321,30532,4,31.12,0,0,4
3,1123,1,2124,1799321,30572,10,62.5,0,0,10
3,1123,1,2124,1799321,30575,15,93.75,0,0,15
3,1123,1,2124,1799321,31310,3,18.75,0,0,3
3,1123,1,2124,1799321,32934,2,14.08,0,0,2
3,1123,1,2124,1799321,36745,1,11.53,0,0,1
3,1123,1,2124,1799321,43058,1,9.35,0,0,1
3,1123,1,2811,1399581,30532,2,15.56,0,0,2
3,1123,1,2811,1399581,31625,1,13.24,0,0,1
3,1123,1,2811,1399581,35516,5,27.3,0,0,5
3,1123,1,2811,1399581,36747,1,11.53,0,0,1
3,1123,1,2811,1399581,43058,4,37.4,0,0,4
3,1123,1,2811,1399581,43065,2,13.52,0,0,2
3,1123,1,2811,1399581,43066,1,9.63,0,0,1
3,1123,1,2811,1399581,43285,10,52.8,0,0,10
3,1123,1,2821,1701415,31310,3,18.75,0,0,3
3,1123,1,2821,1701415,43285,5,26.4,0,0,5
3,1123,1,2837,4552424,37058,2,15,0,0,2
3,1123,1,2837,4552424,43084,1,8.15,0,0,1
3,1123,1,2837,4552424,43285,8,42.24,0,0,8
3,1123,1,2837,4552424,43316,1,8.15,0,0,1
3,1123,1,4409,2144449,31625,2,26.48,0,0,2
